Scenario isInFeas isInstSolved MemLim TimLim #Nodes Time NbMachUsed

Sc5 1 1 552 25.000000 4.000000 916873
Sc5 0 * * 0.000000 3.916667 994336
Sc5 1 1 1223 18.000000 4.000000 969842
Sc5 0 * * 0.000000 3.833333 900395
Sc5 1 1 847 147.000000 5.000000 1127098
Sc5 0 * * 0.000000 4.333333 1202295
Sc5 0 0 0 4.000000 -1.000000 9999999
Sc5 0 * * 0.000000 4.583333 690425
Sc5 1 1 904 27.000000 4.000000 913328
Sc5 1 * * 0.000000 3.583333 1228230
Sc5 1 1 1089 40.000000 5.000000 972647
Sc5 0 * * 0.000000 3.916667 1154913
Sc5 1 1 170 27.000000 4.000000 915965
Sc5 0 * * 0.000000 3.666667 1023638
Sc5 0 0 0 2.000000 -1.000000 9999999
Sc5 0 * * 0.000000 3.833333 1171700
Sc5 0 0 0 7.000000 -1.000000 9999999
Sc5 0 * * 0.000000 3.916667 1470882
Sc6 0 0 0 3.000000 -1.000000 9999999
Sc6 0 * * 0.000000 4.333333 822201
Sc6 1 1 1908 70.000000 5.000000 1192629
Sc6 0 * * 0.000000 3.916667 1393917
Sc6 1 1 1379 180.000000 4.000000 1408833
Sc6 0 * * 0.000000 3.833333 1556173
Sc6 0 0 0 13.000000 -1.000000 9999999
Sc6 0 * * 0.000000 5.416667 1672100
Sc6 1 1 536 121.000000 5.000000 1090016
Sc6 0 * * 0.000000 4.000000 1114027
Sc6 1 1 2544 43.000000 5.000000 1322732
Sc6 0 * * 0.000000 4.500000 1217758
Sc6 1 1 2713 227.000000 5.000000 995190
Sc6 0 * * 0.000000 4.583333 1486668
Sc6 1 1 23876 1647.000000 5.000000 1209265
Sc6 1 * * 0.000000 4.333333 1478499
Sc6 1 0 12757 1801.000000 5.000000 1665424
Sc6 0 * * 0.000000 4.583333 1616969
Sc6 1 1 1698 90.000000 6.000000 1281383
Sc6 0 * * 0.000000 4.583333 1310025
Sc6 1 1 263 30.000000 6.000000 1443938
Sc6 0 * * 0.000000 4.500000 1361276
Sc6 1 1 644 16.000000 5.000000 1214791
Sc6 0 * * 0.000000 3.916667 1181620
Sc6 1 1 1613 123.000000 5.000000 1682750
Sc6 0 * * 0.000000 5.416667 1811844
Sc6 1 1 6237 829.000000 5.000000 1063928
Sc6 0 * * 0.000000 4.000000 1289467
Sc6 1 1 680 117.000000 5.000000 1278876
Sc6 0 * * 0.000000 3.833333 1322597
Sc6 1 1 162 69.000000 5.000000 1510229
Sc6 0 * * 0.000000 4.000000 1182282
Sc6 1 0 5618 1800.000000 5.000000 1370860
Sc6 1 * * 0.000000 3.666667 1732820
Sc6 1 1 133 29.000000 5.000000 1104168
Sc6 0 * * 0.000000 4.500000 1073749
Sc6 1 1 644 91.000000 5.000000 1523423
Sc6 0 * * 0.000000 4.500000 1478307
Sc6 1 1 220 22.000000 5.000000 1439883
Sc6 0 * * 0.000000 4.250000 1637255
