Sc(N/M); isFea(E); isOpt(E); sol(E); errCodeLP; isOptNoPre; isAllFixed; nbVar; nbVarValid; nbFixed; UB; LB; dureePre; isMIP; isFea; isOpt; TimLim; MemLim; nbMach; nbNode;  statusCode; sol; tempsTotal; nbConCut1; nbConCut2; nbConCut3
Sc7-10; 1; 0; 1571754.00; -1; 0; 0; 316944; 23616; 0; 1614763.00; 1410393.97; 11.78; 1; 1; 0; 1; -1; 6.00; 2969; 11; 1565099.00; 1812.58; -1; 4500; -1
Sc7-11; 1; 0; 1856018.00; -1; 0; 0; 316944; 25056; 0; 1879158.00; 1648816.19; 11.97; 1; 1; 0; -1; 1; 5.83; 17178; 111; 1846614.00; 1221.00; -1; 4332; -1
Sc7-12; 1; 0; 1152633.00; -1; 0; 0; 316944; 26676; 0; 1278475.00; 1064339.57; 6.47; 1; 1; 0; 1; -1; 5.83; 6288; 11; 1155251.00; 1807.31; -1; 4491; -1
Sc7-13; 1; 1; 1227285.00; -1; 0; 0; 316944; 21816; 0; 1242888.00; 1184607.89; 7.46; 1; 1; 0; -1; 1; 5.83; 24848; 111; 1227679.00; 660.32; -1; 4478; -1
Sc7-14; 1; 0; 1972337.00; -1; 0; 0; 316944; 23976; 0; 2018529.00; 1706231.06; 18.27; 1; 1; 0; 1; -1; 5.83; 9514; 11; 1972222.00; 1819.01; -1; 3660; -1
Sc7-15; 1; 0; 1542435.00; -1; 0; 0; 316944; 23436; 0; 1592449.00; 1169163.98; 26.27; 1; 1; 0; 1; -1; 5.67; 4080; 11; 1532687.00; 1827.06; -1; 4260; -1
Sc7-16; 1; 0; 1526225.00; -1; 0; 0; 316944; 24696; 0; 1573998.00; 1353475.47; 17.60; 1; 1; 0; 1; -1; 5.83; 14648; 11; 1528367.00; 1818.42; -1; 4472; -1
Sc7-17; 1; 0; 1220383.00; -1; 0; 0; 316944; 23976; 0; 1228033.00; 1136713.07; 9.94; 1; 1; 0; 1; -1; 5.92; 6649; 11; 1223537.00; 1810.71; -1; 4480; -1
Sc7-18; 1; 0; 1160069.00; -1; 0; 0; 316944; 23076; 0; 1186241.00; 1069568.54; 8.58; 1; 1; 0; 1; -1; 5.67; 6495; 11; 1160635.00; 1809.37; -1; 4464; -1
Sc7-19; 1; 0; 1240038.00; -1; 0; 0; 316944; 22716; 0; 1241617.00; 1153376.78; 4.59; 1; 1; 0; 1; -1; 6.00; 14676; 11; 1240230.00; 1805.38; -1; 4484; -1
Sc7-20; 0; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc8-1; 0; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc8-2; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc8-3; 1; 0; 2152322.00; -1; 0; 0; 694176; 51360; 0; 2308328.00; 1570484.48; 11.23; 1; 1; 0; 1; -1; 7.25; 1244; 11; 2199993.00; 1812.97; -1; 8064; -1
Sc8-4; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc8-5; 1; 0; 1834425.00; -1; 0; 0; 694176; 52368; 0; 2004304.00; 1297377.37; 19.38; 1; 1; 0; 1; -1; 5.58; 926; 11; 1805180.00; 1821.18; -1; 7368; -1
Sc8-6; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc8-7; 1; 0; 1583220.00; -1; 0; 0; 694176; 51360; 0; 2026532.00; 1137643.07; 11.79; 1; 1; 0; 1; -1; 6.83; 436; 11; 1558123.00; 1813.58; -1; 7188; -1
Sc8-8; 0; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc8-9; 1; 0; 1332245.00; -1; 0; 0; 694176; 51696; 0; 1474785.00; 1171798.59; 14.21; 1; 1; 0; 1; -1; 7.50; 1903; 11; 1326602.00; 1815.94; -1; 5880; -1
Sc8-10; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc8-11; 1; 0; 1935227.00; -1; 0; 0; 694176; 50016; 0; 2048545.00; 1524976.16; 11.19; 1; 1; 0; 1; -1; 6.83; 1171; 11; 1978838.00; 1812.93; -1; 8424; -1
Sc8-12; 1; 0; 1614851.00; -1; 0; 0; 694176; 53376; 0; 1864824.00; 1304498.22; 13.95; 1; 1; 0; 1; -1; 6.42; 1355; 11; 1613400.00; 1815.72; -1; 7488; -1
Sc8-13; 1; 0; 1838012.00; -1; 0; 0; 694176; 49344; 0; 1929811.00; 1406955.90; 34.79; 1; 1; 0; 1; -1; 5.92; 497; 11; 1842171.00; 1836.50; -1; 5868; -1
Sc8-14; 1; 0; 1584592.00; -1; 0; 0; 694176; 52032; 0; 1743154.00; 1250965.44; 10.67; 1; 1; 0; 1; -1; 6.83; 1217; 11; 1654442.00; 1812.38; -1; 6804; -1
Sc8-15; 1; 0; 2055045.00; -1; 0; 0; 694176; 54048; 0; 2451815.00; 1496262.26; 187.34; 1; 1; 0; 1; -1; 6.58; 952; 11; 1988129.00; 1989.13; -1; 6312; -1
Sc8-16; 1; 0; 1671465.00; -1; 0; 0; 694176; 47664; 0; 1791095.00; 1038072.79; 28.58; 1; 1; 0; 1; -1; 6.25; 544; 11; 1587312.00; 1830.32; -1; 6564; -1
Sc8-17; 0; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc8-18; 1; 0; 1415278.00; -1; 0; 0; 694176; 52368; 0; 1655945.00; 1143868.58; 11.50; 1; 1; 0; 1; -1; 7.00; 1192; 11; 1437729.00; 1813.27; -1; 8820; -1
Sc8-19; 1; 0; 1509125.00; -1; 0; 0; 694176; 52032; 0; 1730497.00; 1270689.69; 16.63; 1; 1; 0; 1; -1; 6.67; 1221; 11; 1547744.00; 1818.46; -1; 7368; -1
Sc8-20; 1; 0; 1863881.00; -1; 0; 0; 694176; 49344; 0; 2052141.00; 1629862.81; 13.12; 1; 1; 0; 1; -1; 6.75; 1952; 11; 1968232.00; 1814.86; -1; 4236; -1
