Sc(N/M); isFea(E); isOpt(E); sol(E); errCodeLP; isOptNoPre; isAllFixed; nbVar; nbVarValid; nbFixed; UB; LB; dureePre; isMIP; isFea; isOpt; TimLim; MemLim; nbMach; nbNode;  statusCode; sol; tempsTotal; nbConCut1; nbConCut2; nbConCut3
Sc1-9; 0; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc1-10; 1; 1; 371170.00; -1; 0; 0; 13500; 1512; 0; 371170.00; 344717.14; 0.08; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.14; 1732; -1; -1
Sc1-11; 1; 1; 336176.00; -1; 0; 0; 13500; 1728; 0; 336176.00; 292907.12; 0.11; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.14; 2108; -1; -1
Sc1-12; 1; 1; 196254.00; -1; 0; 0; 13500; 1656; 850; 196254.00; 196086.00; 0.14; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.17; 3048; -1; -1
Sc1-13; 1; 1; 299215.00; -1; 0; 0; 13500; 1548; 0; 299215.00; 247967.34; 0.09; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.14; 2344; -1; -1
Sc1-14; 1; 1; 448360.00; -1; 0; 0; 13500; 1656; 0; 448360.00; 404030.00; 0.09; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.14; 2060; -1; -1
Sc1-15; 0; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc1-16; 1; 1; 765950.00; -1; 0; 0; 13500; 1476; 0; 765950.00; 719130.87; 0.09; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.13; 2176; -1; -1
Sc1-17; 1; 1; 480257.00; -1; 0; 0; 13500; 1656; 80; 480968.00; 457288.33; 0.13; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.16; 1952; -1; -1
Sc1-18; 1; 1; 211334.00; -1; 0; 0; 13500; 1440; 960; 211334.00; 211250.00; 0.11; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.16; 2196; -1; -1
Sc1-19; 0; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc2-0; 1; 1; 697406.00; -1; 0; 0; 43968; 4296; 0; 697406.00; 669248.66; 0.44; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.56; 7160; -1; -1
Sc2-1; 1; 1; 1046434.00; -1; 0; 0; 43968; 4368; 0; 1061265.00; 1013478.06; 0.37; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.51; 6476; -1; -1
Sc2-2; 0; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc2-3; 1; 1; 681550.00; -1; 0; 0; 43968; 4872; 0; 685407.00; 651590.14; 0.36; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.48; 6564; -1; -1
Sc2-4; 1; 1; 642969.00; -1; 0; 0; 43968; 4584; 0; 649468.00; 625005.41; 0.33; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.47; 6192; -1; -1
Sc2-5; 1; 1; 649678.00; -1; 0; 0; 43968; 4224; 18; 650804.00; 632475.68; 0.47; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.59; 6440; -1; -1
Sc2-6; 1; 1; 685571.00; -1; 0; 0; 43968; 4152; 0; 697925.00; 652988.44; 0.33; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.48; 6964; -1; -1
Sc2-7; 1; 1; 691744.00; -1; 0; 0; 43968; 4800; 0; 693681.00; 621759.79; 0.36; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.50; 5896; -1; -1
Sc2-8; 1; 1; 478191.00; -1; 0; 0; 43968; 3936; 30; 478191.00; 457718.73; 0.44; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.56; 8092; -1; -1
Sc2-9; 1; 1; 578628.00; -1; 0; 0; 43968; 4152; 6; 578628.00; 562194.14; 0.39; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.51; 6432; -1; -1
Sc2-10; 1; 1; 620056.00; -1; 0; 0; 43968; 4368; 183; 621243.00; 606881.91; 0.39; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.51; 6048; -1; -1
Sc2-11; 1; 1; 854297.00; -1; 0; 0; 43968; 4440; 0; 856078.00; 824049.77; 0.39; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.53; 6044; -1; -1
Sc2-12; 1; 1; 534848.00; -1; 0; 0; 43968; 4584; 4; 538648.00; 520218.28; 0.42; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.55; 6552; -1; -1
Sc2-13; 1; 1; 768176.00; -1; 0; 0; 43968; 4368; 0; 768176.00; 717239.71; 0.42; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.55; 6552; -1; -1
Sc2-14; 1; 1; 656760.00; -1; 0; 0; 43968; 4008; 9; 656760.00; 635367.16; 0.42; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.55; 6908; -1; -1
Sc2-15; 1; 1; 426840.00; -1; 0; 0; 43968; 4296; 471; 426840.00; 422144.06; 0.39; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.53; 6768; -1; -1
Sc2-16; 1; 1; 614073.00; -1; 0; 0; 43968; 4296; 0; 614073.00; 586937.32; 0.55; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.67; 7904; -1; -1
Sc2-17; 1; 1; 889584.00; -1; 0; 0; 43968; 4080; 0; 893973.00; 836275.08; 0.34; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.47; 6960; -1; -1
Sc2-18; 1; 1; 779883.00; -1; 0; 0; 43968; 4224; 0; 779883.00; 745922.20; 0.33; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.45; 6576; -1; -1
Sc2-19; 1; 1; 586218.00; -1; 0; 0; 43968; 4512; 0; 586218.00; 568243.96; 0.33; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.45; 6080; -1; -1
Sc3-0; 1; 1; 784819.00; -1; 0; 0; 98340; 9300; 0; 784991.00; 725206.20; 1.25; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.54; 13848; -1; -1
Sc3-1; 1; 1; 861493.00; -1; 0; 0; 98340; 9540; 0; 862141.00; 780119.40; 1.22; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.51; 14212; -1; -1
Sc3-2; 1; 1; 977031.00; -1; 0; 0; 98340; 8820; 0; 980050.00; 858188.73; 0.94; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.25; 11868; -1; -1
Sc3-3; 1; 1; 818180.00; -1; 0; 0; 98340; 9420; 0; 829155.00; 798805.55; 1.08; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.37; 12472; -1; -1
Sc3-4; 1; 1; 619845.00; -1; 0; 0; 98340; 8460; 0; 631066.00; 607678.17; 1.03; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.33; 14588; -1; -1
Sc3-5; 1; 1; 655111.00; -1; 0; 0; 98340; 8820; 0; 666933.00; 612794.26; 1.20; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.50; 13372; -1; -1
Sc3-6; 1; 1; 685280.00; -1; 0; 0; 98340; 8100; 120; 686324.00; 672706.43; 1.11; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.40; 14692; -1; -1
Sc3-7; 1; 1; 687150.00; -1; 0; 0; 98340; 8820; 0; 691608.00; 673852.33; 0.86; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.15; 12828; -1; -1
Sc3-8; 1; 1; 524059.00; -1; 0; 0; 98340; 8580; 4774; 524059.00; 523806.15; 0.94; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.22; 13252; -1; -1
Sc3-9; 1; 1; 591784.00; -1; 0; 0; 98340; 9300; 0; 594336.00; 558910.49; 1.04; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.34; 13444; -1; -1
Sc3-10; 1; 1; 771357.00; -1; 0; 0; 98340; 9060; 0; 774630.00; 752697.89; 0.95; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.26; 13424; -1; -1
Sc3-11; 1; 1; 884930.00; -1; 0; 0; 98340; 9900; 0; 884958.00; 834708.06; 1.12; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.44; 12328; -1; -1
Sc3-12; 1; 1; 1062748.00; -1; 0; 0; 98340; 10020; 0; 1069568.00; 1001359.70; 1.15; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.47; 13300; -1; -1
Sc3-13; 1; 1; 772524.00; -1; 0; 0; 98340; 8940; 0; 779714.00; 718604.48; 0.83; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.14; 11444; -1; -1
Sc3-14; 1; 1; 562608.00; -1; 0; 0; 98340; 7980; 0; 562622.00; 548782.13; 1.06; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.37; 13256; -1; -1
Sc3-15; 1; 1; 824827.00; -1; 0; 0; 98340; 9300; 0; 830473.00; 776135.16; 0.97; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.26; 11460; -1; -1
Sc3-16; 1; 1; 1001072.00; -1; 0; 0; 98340; 9420; 0; 1003591.00; 875317.36; 1.78; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 2.09; 13096; -1; -1
Sc3-17; 1; 1; 717281.00; -1; 0; 0; 98340; 8220; 0; 721179.00; 698418.44; 1.15; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.45; 13640; -1; -1
Sc3-18; 1; 1; 1262228.00; -1; 0; 0; 98340; 9180; 0; 1265815.00; 1142630.32; 1.06; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.36; 12856; -1; -1
Sc3-19; 1; 1; 784094.00; -1; 0; 0; 98340; 8940; 2; 786200.00; 765706.88; 1.40; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.72; 13432; -1; -1
Sc4-0; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc4-1; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc4-2; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc4-3; 1; 1; 935106.00; -1; 0; 0; 133620; 10560; 0; 948898.00; 906417.61; 1.11; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.50; 19136; -1; -1
Sc4-4; 1; 1; 889899.00; -1; 0; 0; 133620; 11880; 0; 904102.00; 873711.48; 1.09; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.50; 18972; -1; -1
Sc4-5; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc4-6; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc4-7; 1; 1; 1114549.00; -1; 0; 0; 133620; 11640; 0; 1120825.00; 1034858.53; 1.45; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.84; 18764; -1; -1
Sc4-8; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc4-9; 1; 1; 774366.00; -1; 0; 0; 133620; 11040; 0; 780493.00; 731936.99; 1.28; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.67; 18072; -1; -1
Sc4-10; 1; 1; 1315218.00; -1; 0; 0; 133620; 11640; 0; 1360047.00; 1231688.09; 1.28; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.68; 20632; -1; -1
Sc4-11; 1; 1; 915068.00; -1; 0; 0; 133620; 10320; 0; 924495.00; 885316.91; 1.48; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.87; 19928; -1; -1
Sc4-12; 1; 1; 969380.00; -1; 0; 0; 133620; 11760; 0; 977110.00; 944794.13; 1.19; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.58; 19148; -1; -1
Sc4-13; 1; 1; 1113345.00; -1; 0; 0; 133620; 11280; 0; 1198215.00; 1013810.44; 1.53; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.93; 20256; -1; -1
Sc4-14; 0; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc4-15; 1; 1; 911205.00; -1; 0; 0; 133620; 12240; 0; 919921.00; 866432.76; 1.36; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.75; 17932; -1; -1
Sc4-16; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc4-17; 1; 1; 914947.00; -1; 0; 0; 133620; 12240; 0; 925217.00; 852970.32; 1.64; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 2.06; 21256; -1; -1
Sc4-18; 0; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc4-19; 0; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-0; 0; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-1; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-2; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-3; 0; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-4; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-5; 1; 1; 1305201.00; -1; 0; 0; 250632; 18900; 0; 1309111.00; 1218469.50; 2.29; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 3.03; 25980; -1; -1
Sc5-6; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-7; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-8; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-9; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-10; 1; 1; 1442880.00; -1; 0; 0; 250632; 19440; 0; 1465775.00; 1385966.39; 2.34; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 3.09; 30884; -1; -1
Sc5-11; 1; 1; 1201386.00; -1; 0; 0; 250632; 18720; 105; 1218077.00; 1134862.44; 2.79; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 3.52; 27724; -1; -1
Sc5-12; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-13; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-14; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-15; 1; 1; 1510037.00; -1; 0; 0; 250632; 20880; 0; 1591547.00; 1416307.51; 2.59; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 3.34; 28020; -1; -1
Sc5-16; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-17; 1; 1; 1102621.00; -1; 0; 0; 250632; 18720; 0; 1108512.00; 1006487.01; 2.23; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 2.96; 28816; -1; -1
Sc5-18; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-19; 1; 1; 1439883.00; -1; 0; 0; 250632; 20880; 0; 1458148.00; 1376729.40; 3.34; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 4.10; 30064; -1; -1
Sc6-0; 0; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc6-1; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc6-2; 0; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc6-3; 0; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc6-4; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc6-5; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc6-6; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc6-7; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc6-8; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc6-9; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc6-10; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc6-11; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc6-12; 1; 1; 1227285.00; -1; 0; 0; 316944; 21816; 0; 1242888.00; 1167787.05; 3.04; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 3.93; 37480; -1; -1
