Sc(N/M); isFea(E); isOpt(E); sol(E); errCodeLP; isOptNoPre; isAllFixed; nbVar; nbVarValid; nbFixed; UB; LB; dureePre; isMIP; isFea; isOpt; TimLim; MemLim; nbMach; nbNode;  statusCode; sol; tempsTotal; nbConCut1; nbConCut2; nbConCut3
Sc3-12; 1; 1; 1062748.00; -1; 0; 0; 98340; 10020; 0; 1069568.00; 1001359.70; 0.78; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.04; -1; -1; -1
Sc3-13; 1; 1; 772524.00; -1; 0; 0; 98340; 8940; 0; 779714.00; 718604.48; 0.53; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.78; -1; -1; -1
Sc3-14; 1; 1; 562608.00; -1; 0; 0; 98340; 7980; 0; 562622.00; 548782.13; 0.73; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.98; -1; -1; -1
Sc3-15; 1; 1; 824827.00; -1; 0; 0; 98340; 9300; 0; 830473.00; 776135.16; 0.62; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.89; -1; -1; -1
Sc3-16; 1; 1; 1001072.00; -1; 0; 0; 98340; 9420; 0; 1003591.00; 875317.36; 1.40; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.65; -1; -1; -1
Sc3-17; 1; 1; 717281.00; -1; 0; 0; 98340; 8220; 0; 721179.00; 698418.44; 0.83; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.08; -1; -1; -1
Sc3-18; 1; 1; 1262228.00; -1; 0; 0; 98340; 9180; 0; 1265815.00; 1142630.32; 0.70; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.95; -1; -1; -1
Sc3-19; 1; 1; 784094.00; -1; 0; 0; 98340; 8940; 2; 786200.00; 765706.88; 1.04; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.29; -1; -1; -1
Sc4-0; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc4-1; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc4-2; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc4-3; 1; 1; 935106.00; -1; 0; 0; 133620; 10560; 0; 948898.00; 906417.61; 0.64; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.95; -1; -1; -1
Sc4-4; 1; 1; 889899.00; -1; 0; 0; 133620; 11880; 0; 904102.00; 873711.48; 0.66; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 0.97; -1; -1; -1
Sc4-5; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc4-6; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc4-7; 1; 1; 1114549.00; -1; 0; 0; 133620; 11640; 0; 1120825.00; 1034858.53; 1.00; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.29; -1; -1; -1
Sc4-8; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc4-9; 1; 1; 774366.00; -1; 0; 0; 133620; 11040; 0; 780493.00; 731936.99; 0.81; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.11; -1; -1; -1
Sc4-10; 1; 1; 1315218.00; -1; 0; 0; 133620; 11640; 0; 1360047.00; 1231688.09; 0.77; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.06; -1; -1; -1
Sc4-11; 1; 1; 915068.00; -1; 0; 0; 133620; 10320; 0; 924495.00; 885316.91; 1.03; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.33; -1; -1; -1
Sc4-12; 1; 1; 969380.00; -1; 0; 0; 133620; 11760; 0; 977110.00; 944794.13; 0.70; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.03; -1; -1; -1
Sc4-13; 1; 1; 1113345.00; -1; 0; 0; 133620; 11280; 0; 1198215.00; 1013810.44; 1.03; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.34; -1; -1; -1
Sc4-14; 0; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc4-15; 1; 1; 911205.00; -1; 0; 0; 133620; 12240; 0; 919921.00; 866432.76; 0.87; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.20; -1; -1; -1
Sc4-16; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc4-17; 1; 1; 914947.00; -1; 0; 0; 133620; 12240; 0; 925217.00; 852970.32; 1.16; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.48; -1; -1; -1
Sc4-18; 0; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc4-19; 0; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-0; 0; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-1; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-2; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-3; 0; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-4; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-5; 1; 1; 1305201.00; -1; 0; 0; 250632; 18900; 0; 1309111.00; 1218469.50; 1.37; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.95; -1; -1; -1
Sc5-6; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-7; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-8; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-9; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-10; 1; 1; 1442880.00; -1; 0; 0; 250632; 19440; 0; 1465775.00; 1385966.39; 1.37; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.93; -1; -1; -1
Sc5-11; 1; 1; 1201386.00; -1; 0; 0; 250632; 18720; 105; 1218077.00; 1134862.44; 1.84; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 2.42; -1; -1; -1
Sc5-12; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-13; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-14; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-15; 1; 1; 1510037.00; -1; 0; 0; 250632; 20880; 0; 1591547.00; 1416307.51; 1.69; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 2.26; -1; -1; -1
Sc5-16; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-17; 1; 1; 1102621.00; -1; 0; 0; 250632; 18720; 0; 1108512.00; 1006487.01; 1.31; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 1.87; -1; -1; -1
Sc5-18; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc5-19; 1; 1; 1439883.00; -1; 0; 0; 250632; 20880; 0; 1458148.00; 1376729.40; 2.36; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 2.95; -1; -1; -1
Sc6-0; 0; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc6-1; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc6-2; 0; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc6-3; 0; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc6-4; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc6-5; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc6-6; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc6-7; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc6-8; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc6-9; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc6-10; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc6-11; 1; 0; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *; *
Sc6-12; 1; 1; 1227285.00; -1; 0; 0; 316944; 21816; 0; 1242888.00; 1167787.05; 2.11; 0; -1; -1; -1; -1; -1.00; -1; 0; -1.00; 2.75; -1; -1; -1
